SYMBOL,Industry,Sector,fiftyTwoWeekHigh,marketCap,dividend Rate,trailing PE,forward PE,priceToSales,Profit Margins,Operating Margins,Revenue Growth,Earnings Growth,ROA,ROE,Volume,DebtToEquity
ENGINERSIN,Engineering & Construction,Industrials,303.9,100999094272,3.0,24.519775,23.780823,3.2723773,0.12893,0.066,-0.238,-0.34,,,3452711,1.464
KPIL,Engineering & Construction,Industrials,1449.0,199686488064,8.0,39.520866,16.45787,0.9998107,0.02441,0.05646,0.082,-0.195,,,114906,78.395
WELSPUNLIV,Textile Manufacturing,Consumer Cyclical,212.95,151141859328,0.1,20.12142,,1.5066456,0.07028,0.09649,0.161,0.163,,,5810478,57.06
USHAMART,Steel,Basic Materials,451.0,119154008064,2.75,27.398432,,3.6807852,0.13201,0.1601,0.015,0.033,,,914042,15.262
RAYMOND,Textile Manufacturing,Consumer Cyclical,3496.0,106329268224,10.0,6.293197,12.005,1.1211687,0.83711,0.06601,-0.471,5.876,,,146647,82.72
ALKYLAMINE,Specialty Chemicals,Basic Materials,2735.0,106772021248,10.0,69.4483,,7.4639316,0.10344,0.15362,-0.025,-0.017,,,55529,0.25
PNCINFRA,Engineering & Construction,Industrials,574.8,85260713984,0.6,6.123574,30.038612,0.9771239,0.14944,0.42823002,0.036,2.185,,,1040760,154.785
TRIVENI,Confectioners,Consumer Defensive,518.0,89091366912,3.5,23.929226,14.472325,1.6737595,0.06741,0.04409,0.086,-0.54,,,305958,49.086
BEML,Conglomerates,Industrials,5488.0,161745043456,31.0,54.34463,30.248177,3.9339764,0.06964,-0.10564999,0.099,,,,209054,2.658
VARROC,Auto Parts,Consumer Cyclical,716.9,79800557568,,14.946267,15.476691,1.0415533,0.06868,0.05053,0.061,0.005,,,329453,91.058
LINDEINDIA,Specialty Chemicals,Basic Materials,9935.05,679817379840,4.0,144.9194,,25.170097,0.16583,0.20337,-0.094,0.138,,,44310,0.597
QUESS,Staffing & Employment Services,Industrials,875.0,105309052928,12.0,30.774048,27.29365,0.53996253,0.01712,0.022950001,0.088,1.162,,,197997,28.271
AVANTIFEED,Packaged Foods,Consumer Defensive,793.0,79138226176,6.75,19.802158,,1.4871403,0.07121,0.09667,-0.031,0.205,,,347091,0.615
RAJESHEXPO,Luxury Goods,Consumer Cyclical,455.05,71689011200,,184.76746,4.767,0.028047975,0.00014999999,0.00079,-0.296,-0.962,,,820004,4.296
JWL,Railroads,Industrials,748.1,205796868096,1.6,51.54668,30.347681,5.4582124,0.095649995,0.14119,0.168,0.394,,,983796,21.39
SUMICHEM,Agricultural Inputs,Basic Materials,628.3,258582446080,7.1,56.83908,,8.740054,0.14687,0.17432,0.158,1.048,,,400699,1.237
SOBHA,Real Estate - Development,Real Estate,2160.8035,167357677568,3.0,356.99307,51.921917,5.9148946,0.015240001,0.05552,-0.295,-0.496,,,183135,80.932
DATAPATTNS,Aerospace & Defense,Industrials,3655.0,124950601728,6.5,64.108734,,23.390667,0.35314998,0.32754,0.16,0.271,,,238554,0.264
NIACL,Insurance - Diversified,Financial Services,324.7,326469255168,2.06,28.664158,10.503862,0.7425313,0.024920002,0.027709998,0.053,-0.082,,,895640,
NATCOPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,1639.0,236066308096,12.5,14.143859,31.30361,5.4280596,0.37629002,0.55827,0.195,0.604,,,510955,6.342
SYRMA,Electronic Components,Technology,705.2,69746483200,1.5,63.682884,28.494745,1.8787316,0.02643,0.023459999,0.929,-0.325,,,794862,37.56
KNRCON,Engineering & Construction,Industrials,415.4,83414179840,0.25,9.61605,16.023054,1.8814656,0.18335,0.25232,0.004,0.258,,,760883,36.094
REDINGTON,Information Technology Services,Technology,237.55,131103490048,6.2,10.307,10.606741,0.14637908,0.01358,0.015039999,0.004,-0.009,,,1221639,37.627
RKFORGE,Tools & Accessories,Industrials,1064.05,170582016000,2.0,43.48681,25.979942,4.029818,0.10663,0.16361,0.074,1.075,0.07511,0.20873,437244,50.35
SONATSOFTW,Information Technology Services,Technology,870.0,168455503872,8.8,55.260662,27.46114,1.8460958,0.03222,0.056539997,0.254,-0.121,,,233404,54.431
MMTC,Conglomerates,Industrials,131.8,114915278848,,52.43572,,-55.12053,,-79.43077,-0.997,1.2,,,1979217,9.798
KAYNES,Specialty Industrial Machinery,Industrials,5909.95,350190305280,,156.25111,84.32639,17.410103,0.10411,0.11615,0.696,0.853,,,345126,12.962
GSFC,Agricultural Inputs,Basic Materials,322.25,81030488064,4.0,14.305248,11.187862,0.87560296,0.058229998,0.028970001,0.048,-0.223,,,1417099,0.04
BASF,Specialty Chemicals,Basic Materials,8750.0,329236873216,15.0,45.871742,38.643013,2.292779,0.04674,0.06697,0.176,0.957,,,32870,4.842
CAMS,Information Technology Services,Technology,4969.85,224542801920,44.0,55.24901,,18.60921,0.3195,0.40078,0.268,0.413,,,233780,10.518
CARBORUNIV,Conglomerates,Industrials,1841.15,266751442944,4.0,56.825493,80.88373,5.6797833,0.09814999,0.118710004,-0.005,-0.003,,,42094,5.265
APTUS,Mortgage Finance,Financial Services,401.65,177808457728,5.0,26.452621,18.23974,17.00533,0.61341,0.78836995,0.235,0.2,,,787627,137.997
PRAJIND,Engineering & Construction,Industrials,826.7,135635861504,6.0,43.477062,31.082201,4.0337553,0.089320004,0.090150006,-0.075,-0.138,0.07724,0.24903,561763,12.898
SHYAMMETL,Steel,Basic Materials,956.9,229368168448,2.7,19.229563,,1.7023273,0.082150005,0.09743,0.092,0.073,,,645445,5.785
MINDACORP,Auto Parts,Consumer Cyclical,652.0,119852310528,1.4,46.533978,59.9125,2.5131643,0.051620003,0.07201,0.11,0.423,,,459875,27.022
NCC,Engineering & Construction,Industrials,364.5,181447704576,2.2,23.308146,13.984887,0.8250417,0.033970002,0.07674,0.262,0.21,,,3451689,14.387
WESTLIFE,Restaurants,Consumer Cyclical,957.0,127899049984,3.45,553.9643,,5.384837,0.0091,0.041490003,0.007,-0.986,0.0363,0.03734,531116,247.649
CAPLIPOINT,Drug Manufacturers - Specialty & Generic,Healthcare,2158.8,139112857600,5.0,28.57348,,7.9143023,0.27172002,0.296,0.161,0.199,,,88352,0.084
ALOKINDS,Textile Manufacturing,Consumer Cyclical,39.05,108291891200,,,,2.346876,-0.19826001,-0.13241,-0.348,,-0.028269999,,10866586,
GMDCLTD,Thermal Coal,Energy,506.0,112969515008,9.55,17.183908,16.37381,4.1446304,0.23329,0.20298,0.549,0.711,0.05284,0.10585,1906633,0.046
JINDALSAW,Steel,Basic Materials,383.85,209775181824,2.0,10.535777,,0.97152996,0.091520004,0.13701001,0.019,0.321,0.08871,0.20393999,2833708,54.524
ABREL,Paper & Paper Products,Basic Materials,3140.0,313284296704,5.0,105.25928,,6.216094,0.01929,0.029189998,0.022,,0.02319,0.07557,229447,115.735
UCOBANK,Banks - Regional,Financial Services,70.65,521162129408,0.28,23.385868,30.735714,4.833475,0.20287001,0.3352,0.261,0.5,0.00675,0.0806,5885324,
LLOYDSME,Steel,Basic Materials,1040.0,509456351232,1.0,35.083786,,7.030388,0.20246,0.31305,0.25,0.196,0.24423,0.36832002,440471,0.639
KIRLOSBROS,Specialty Industrial Machinery,Industrials,2684.0,137849880576,6.0,36.90136,,3.33567,0.084580004,0.08769,0.146,0.022,,,93612,11.155
ITI,Communication Equipment,Technology,384.3,215912169472,,,,13.274077,-0.3427,-0.05096,2.311,,,,335746,100.656
HEG,Electrical Equipment & Parts,Industrials,548.6,85402034176,4.5,40.827587,10.85385,3.7213295,0.08523,-0.015420001,-0.149,-0.834,,0.04493,632508,14.069
RITES,Engineering & Construction,Industrials,412.975,140841058304,20.0,31.360046,11.823404,5.8824463,0.17809999,0.1881,-0.108,-0.267,,,1824909,0.294
MAPMYINDIA,Software - Infrastructure,Technology,2747.85,111344828416,3.5,76.33925,,28.440569,0.35137,0.37679002,0.135,0.123,,,105268,3.9
DBREALTY,Real Estate - Development,Real Estate,284.9,91754446848,,5.4501033,,21.117826,3.0572197,0.0068300003,31.662,,,,2086844,39.814
KFINTECH,Software - Application,Technology,1189.0,170797662208,5.75,59.87619,,18.544542,0.29396,0.37847,0.315,0.57,,,918259,4.265
HSCL,Specialty Chemicals,Basic Materials,688.7,282509082624,0.5,54.955265,,6.186163,0.10554,0.16723,0.132,0.188,0.098809995,0.16184999,2355771,10.165
JUSTDIAL,Internet Content & Information,Communication Services,1395.0,98366070784,,18.215313,35.81921,8.936521,0.45700002,0.24691999,0.093,1.147,0.03159,0.12368,300119,2.165
RAILTEL,Telecom Services,Communication Services,617.8,127316344832,2.85,49.51189,,4.789354,0.09649,0.11793,0.194,0.267,,,2579762,2.497
GRAPHITE,Electrical Equipment & Parts,Industrials,709.4,102083928064,11.0,8.977294,,3.4832728,0.36683998,0.12775,-0.025,,,,633914,3.154
CENTRALBK,Banks - Regional,Financial Services,76.9,458874257408,,12.788803,,3.1874735,0.23735,0.35221002,0.43,0.472,0.00783,0.10709,7484925,
IRCON,Engineering & Construction,Industrials,351.6,189504536576,3.1,18.78794,19.45015,1.5986278,0.08151,0.09752,-0.158,0.196,,,5776782,43.521
IFCI,Credit Services,Financial Services,91.4,142519173120,,89.4386,14.482954,7.128668,0.06775,0.1432,1.334,,,,10184663,60.373
TTML,Telecom Services,Communication Services,111.4,145661640704,,,,11.845877,-1.01709,0.30185,0.133,,,,6033195,
BLS,Specialty Business Services,Industrials,474.4,156736716800,1.0,42.908047,55.71642,8.775875,0.20058,0.24159001,0.285,0.649,,,2204305,2.122
JUBLPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1247.15,180390445056,5.0,28.328424,,2.6069114,0.085710004,0.11299,0.043,0.64,0.0352,0.103970006,589167,51.972
JUBLINGREA,Specialty Chemicals,Basic Materials,837.0,111594151936,5.0,59.14788,,2.7149115,0.04271,0.08129,0.025,0.025,-0.01985,0.06366,541798,25.563
PPLPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,259.9,322606039040,0.11,626.7436,,3.7064881,0.00521,0.06664,0.173,3.25,0.024549998,0.00579,19511324,60.533
AWL,Packaged Foods,Consumer Defensive,410.5,421421252608,,42.890213,,0.7704871,0.01795,0.03276,0.179,,0.05014,0.11617,3189346,24.148
TECHNOE,Engineering & Construction,Industrials,1822.0,183532355584,7.0,53.476364,32.17943,11.443478,0.21280001,0.13430001,0.37,2.881,,,139648,
ASAHIINDIA,Auto Parts,Consumer Cyclical,833.95,168582578176,2.0,54.367447,,3.8307605,0.06866,0.11892,0.04,-0.248,,,153411,84.415
NBCC,Engineering & Construction,Industrials,139.83333,255285379072,0.42,55.28931,25.855883,2.4255044,0.040949997,0.04257,0.107,0.381,,,12730169,0.026
FINCABLES,Electrical Equipment & Parts,Industrials,1700.0,194936324096,8.0,24.751352,42.835796,3.8673086,0.14585,0.09436,0.022,0.521,,,248029,0.365
MASTEK,Information Technology Services,Technology,3145.0,87161511936,19.0,22.320856,19.249744,2.6789994,0.112959996,0.1421,0.133,1.033,0.07743,0.17834,136217,29.372
GRSE,Aerospace & Defense,Industrials,2833.8,184480546816,9.36,46.952587,25.998274,4.7961125,0.09562001,0.04537,0.336,0.138,,,950217,3.924
FINPIPE,Building Products & Equipment,Industrials,355.9,186452541440,2.5,21.879816,24.10866,4.3576403,0.20076,0.15833001,-0.033,3.355,,,2997375,6.992
KIRLOSENG,Specialty Industrial Machinery,Industrials,1450.0,164268785664,7.0,31.05593,81.55297,2.7421548,0.0794,0.17895001,0.06,0.265,,,504486,163.403
ELGIEQUIP,Specialty Industrial Machinery,Industrials,798.95,198888669184,2.0,58.128654,55.582485,6.0361686,0.098409995,0.11846,0.107,0.204,,,159256,39.604
SCI,Marine Shipping,Industrials,384.2,99797401600,0.5,11.822158,61.439396,1.8616521,0.14902,0.19148001,0.262,0.701,,,2566183,38.653
RCF,Agricultural Inputs,Basic Materials,245.0,87663165440,1.24,48.793446,20.110811,0.50571734,0.00971,0.01276,0.087,-0.837,,,2426620,71.577
RRKABEL,Electrical Equipment & Parts,Industrials,1901.95,181811625984,5.0,64.51993,30.883257,2.5951471,0.03762,0.03774,0.125,-0.341,0.070650004,0.14147,491193,23.611
UTIAMC,Asset Management,Financial Services,1342.1,156521299968,24.0,17.420677,22.0928,8.703316,0.43674,0.64238,0.131,0.079,,,267547,2.79
GODIGIT,Insurance - Property & Casualty,Financial Services,407.4,320085721088,,189.20117,48.594227,3.6038973,0.03224,0.04004,0.173,2.097,,,2865639,7.501
BBTC,Packaged Foods,Consumer Defensive,2975.0,187874803712,1.2,17.301561,,1.0690125,0.06048,0.16545,0.04,,,,276367,32.495
GNFC,Chemicals,Basic Materials,814.9,92903415808,16.5,17.151064,9.52624,1.1194532,0.0635,0.03711,0.223,0.414,,,1836023,0.036
ELECON,Specialty Industrial Machinery,Industrials,739.1,134079111168,1.5,34.253635,27.213568,6.916,0.18318,0.19516,0.048,-0.009,0.12304,0.22412,1583273,6.726
HINDCOPPER,Copper,Basic Materials,415.8,283337424896,0.92,73.05107,,15.401619,0.19646999,0.31854,0.331,1.388,,,8555569,9.735
MOTILALOFS,Capital Markets,Financial Services,1298.5,566161637376,4.25,18.760757,17.335985,8.342702,0.41201,0.53203,0.568,0.64,,0.37226,2696944,159.645
CHENNPETRO,Oil & Gas Refining & Marketing,Energy,1275.0,117111611392,55.0,14.706984,,0.18149096,0.0111,-0.0685,-0.269,,0.041160002,0.0922,2298754,79.216
KIRLPNU,Specialty Industrial Machinery,Industrials,1552.5,95495020544,6.5,50.50583,,7.04412,0.104940005,0.11447,0.136,0.5,,,1028246,0.084
DCBBANK,Banks - Regional,Financial Services,163.45,36484100096,1.25,6.4602995,4.7999177,1.4856719,0.23174,0.31356,0.23,0.224,0.00899,0.11229999,9683108,
CIGNITITEC,Information Technology Services,Technology,1552.8,41284575232,6.0,29.939617,,2.1828423,0.0733,0.11125,0.105,0.15,0.11221,0.18747999,995618,3.282
GANESHHOUC,Real Estate - Development,Real Estate,1110.0,82753363968,11.0,17.036911,,9.09808,0.53396,0.84612,0.452,0.844,0.24382,0.36334,192615,2.408
ELECTCAST,Building Products & Equipment,Industrials,236.6,105425272832,2.3,11.617166,,1.350761,0.11415,0.15991001,0.194,1.897,,,2675723,45.6
GREENPLY,Lumber & Wood Production,Basic Materials,411.95,46770180096,0.5,41.85493,26.578762,2.0043423,0.0438,0.073520005,0.226,37.0,,,334309,77.382
BECTORFOOD,Packaged Foods,Consumer Defensive,2200.0,104640782336,3.25,70.91726,,6.194746,0.08343001,0.10622,0.174,0.017,,0.22678,179814,39.176
SUPRIYA,Biotechnology,Healthcare,675.0,44048236544,0.8,32.57738,,7.353936,0.2258,0.36038,0.217,0.565,,,442147,0.673
YATHARTH,Medical Care Facilities,Healthcare,667.2,55772585984,,41.14313,,7.4729223,0.16859,0.21294,0.388,0.216,,,944229,9.681
GATEWAY,Integrated Freight & Logistics,Industrials,121.55,41800183808,2.0,17.23285,12.502262,2.7508202,0.15923001,0.16657,-0.045,-0.242,,,7182056,26.203
TIPSMUSIC,Entertainment,Communication Services,875.15,102240034816,9.0,67.550674,,36.17701,0.53834,0.73092,0.324,0.22,0.42915002,0.79581,680821,2.068
TIIL,Tools & Accessories,Industrials,3933.0,67035566080,,25.840033,73.85383,2.9853,0.115600005,0.14799,0.115,-0.054,,,11039,39.391
NEULANDLAB,Drug Manufacturers - Specialty & Generic,Healthcare,16524.95,177647828992,14.0,52.631927,,10.864059,0.20552999,0.24358,0.211,0.582,,,35638,7.437
ADVENZYMES,Specialty Chemicals,Basic Materials,571.0,49932546048,5.1,35.201614,35.06024,7.911786,0.21969,0.27539,0.049,0.182,,,371451,3.45
ORIENTCEM,Building Materials,Basic Materials,379.0,69286699008,2.25,39.694836,38.828934,2.2671008,0.05711,0.08249,-0.156,-0.011,,,3348259,9.73
VMART,Department Stores,Consumer Cyclical,4500.0,85987934208,,,175.93927,2.9721112,-0.021659998,0.05365,0.159,,,,19406,186.251
MUTHOOTMF,Credit Services,Financial Services,281.0,34341083136,,7.3518653,,2.7127416,0.36900002,0.45126,0.228,-0.026,,,203535,305.778
THOMASCOOK,Travel Services,Consumer Cyclical,264.0,85414461440,0.4,32.704098,,1.1379021,0.03483,0.04853,0.109,0.038,,,550335,20.557
DODLA,Food Distribution,Consumer Defensive,1346.1,76622405632,6.0,34.83951,26.903847,2.2251277,0.06289,0.07774,0.299,0.452,0.11841,0.18499,139738,3.586
LANDMARK,Auto & Truck Dealerships,Consumer Cyclical,905.0,25073391616,1.5,47.39453,,0.73188007,0.0152199995,0.02349,0.199,-0.552,,,38125,133.818
LTFOODS,Packaged Foods,Consumer Defensive,447.95,140741722112,2.5,20.24524,,1.705314,0.07288,0.09874,0.071,-0.049,0.10014,0.1785,2608689,32.482
IMFA,Steel,Basic Materials,880.0,35952349184,15.0,8.960342,235.625,1.3117849,0.14493,0.22185,-0.056,0.024,,,95119,8.66
FDC,Drug Manufacturers - Specialty & Generic,Healthcare,658.85,84726276096,,26.812046,22.163092,4.143426,0.15373999,0.21244,0.19,0.104,,,215110,0.978
SUNFLAG,Steel,Basic Materials,274.95,36386242560,,24.506172,,1.0320699,0.04129,0.05954,0.141,0.084,,,231402,14.067
SARDAEN,Steel,Basic Materials,525.0,166200442880,1.0,29.584133,9.769702,4.441226,0.14722,0.23273,-0.12,0.163,,,581337,34.206
DREAMFOLKS,Airports & Air Services,Industrials,582.0,23450994688,3.0,32.468212,,1.971515,0.061539996,0.06853,0.205,0.325,,,102323,2.584
CMSINFO,Specialty Business Services,Industrials,616.5,94540079104,10.5,26.601473,19.495785,3.885176,0.14803,0.18260999,0.149,0.034,0.111499995,0.18931,691141,8.862
CARTRADE,Auto & Truck Dealerships,Consumer Cyclical,1054.6,47371034624,,58.476196,,8.691067,0.04323,0.08157,0.64,0.714,,,224229,5.215
NAZARA,Electronic Gaming & Multimedia,Communication Services,1117.0,68072611840,,83.328476,59.216164,6.0032463,0.052649997,0.03887,-0.017,0.003,,,402768,1.187
JLHL,Medical Care Facilities,Healthcare,1653.95,88510816256,1.0,52.91846,,7.745443,0.14633,0.20718001,0.19,-0.315,,,34424,
HINDOILEXP,Oil & Gas E&P,Energy,293.55,27083356160,,12.646174,,3.7737582,0.28184998,0.30514,-0.188,-0.366,,,878301,14.823
HCG,Medical Care Facilities,Healthcare,461.7,59762032640,,113.567635,92.673164,3.022834,0.02661,0.083529994,0.141,0.593,,,155198,147.306
FIEMIND,Auto Parts,Consumer Cyclical,1790.0,40780963840,20.0,22.174362,18.51811,1.9249839,0.08454,0.11062,0.219,0.377,,,78965,2.606
GUJALKALI,Chemicals,Basic Materials,900.0,61334495232,23.55,,9.644342,1.5844121,-0.057919998,-0.02342,0.071,,,,186085,8.956
CSBBANK,Banks - Regional,Financial Services,422.25,52016697344,,9.65171,,2.4304702,0.25846002,0.33717,0.116,0.039,0.01561,0.14531,336454,
IONEXCHANG,Pollution & Treatment Controls,Industrials,768.4,79548473344,1.5,36.109524,,3.2652686,0.085260004,0.09474,0.184,0.351,,,262261,14.946
INGERRAND,Specialty Industrial Machinery,Industrials,5000.0,139628347392,70.0,58.47835,136.25717,11.380543,0.18789,0.24643,0.043,0.152,,,15619,1.047
EMUDHRA,Software - Application,Technology,992.95,74306912256,1.25,90.90816,21.023867,19.259876,0.20045,0.2309,0.159,0.08,,,151673,1.154
BAJAJCON,Household & Personal Products,Consumer Defensive,288.95,30177697792,8.0,21.461014,,3.1438746,0.15245,0.13945,-0.09,-0.198,,,336530,1.054
TEGA,Specialty Industrial Machinery,Industrials,2034.95,123955699712,2.0,57.14719,48.769753,7.922431,0.13371,0.12226,0.268,0.72,,,22440,25.844
PRICOLLTD,Auto Parts,Consumer Cyclical,542.5,55358365696,,35.470356,,2.351171,0.065510005,0.10055,0.154,0.427,,,243647,7.203
KESORAMIND,Building Materials,Basic Materials,229.66,64618110976,,,,1.6143147,-0.10589,-0.29790002,-0.938,,0.042340003,-2.28423,829611,
SPLPETRO,Specialty Chemicals,Basic Materials,926.6,146343133184,5.0,34.846893,,2.511827,0.07062,0.07192,0.178,0.157,0.10872,0.20785,42414,5.856
PGHL,Drug Manufacturers - Specialty & Generic,Healthcare,5642.85,85488443392,120.0,41.15232,,7.425642,0.17457001,0.14474,-0.057,-0.429,0.18466999,0.31181,6655,1.776
ASTRAMICRO,Communication Equipment,Technology,1059.0,70392242176,2.0,50.766018,,7.566869,0.14513,0.10176,0.16,,,,237973,24.596
MHRIL,Resorts & Casinos,Consumer Cyclical,505.0,74031718400,,64.52212,44.457317,2.6987903,0.0442,0.02558,0.063,28.0,,,334530,513.395
SULA,Beverages - Wineries & Distilleries,Consumer Defensive,699.0,34890788864,8.5,36.769714,28.417591,5.994878,0.16195999,0.20945999,0.115,0.068,,,332520,58.958
DCXINDIA,Aerospace & Defense,Industrials,451.9,33031647232,,42.5254,,2.3737085,0.04968,-0.055180002,-0.188,-0.737,,,307464,25.802
TEAMLEASE,Staffing & Employment Services,Industrials,3700.0,48569556992,,44.05143,33.120358,0.49918452,0.01095,0.00354,0.188,-0.202,,,25001,12.92
STYLAMIND,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2735.0,37958680576,2.5,28.488781,,3.95504,0.13689,0.18634,0.123,0.05,0.16673,0.24543,38962,1.113
GREENPANEL,Lumber & Wood Production,Basic Materials,449.9,46635126784,1.5,37.32089,,2.975599,0.09104,0.084750004,-0.102,-0.568,0.06053,0.113649994,281500,22.479
AHLUCONT,Engineering & Construction,Industrials,1542.45,71227908096,0.5,19.417467,,1.7757993,0.08866999,0.049439996,0.204,-0.385,,,62772,6.564
ENTERO,Medical Distribution,Healthcare,1510.9,60891303936,,111.10336,,1.4735854,0.01281,0.03332,0.233,1.538,,,59051,20.591
VENUSPIPES,Steel,Basic Materials,2450.35,37271789568,1.0,38.755814,,4.320245,0.111420006,0.18157,0.337,0.575,,,45839,36.77
DATAMATICS,Information Technology Services,Technology,791.5,34030979072,5.0,17.571972,,2.1916022,0.12015,0.10812,0.007,-0.211,,,61386,1.424
ARVINDFASN,Apparel Manufacturing,Consumer Cyclical,639.7,76655542272,1.25,108.676476,,1.7632989,0.02263,0.05682,-0.002,,,,374585,96.268
DBL,Engineering & Construction,Industrials,588.0,71455490048,1.0,21.881443,13.835556,0.5844896,0.02461,0.12457,0.073,10.06,,,355136,165.594
VENKEYS,Farm Products,Consumer Defensive,2559.95,23964653568,7.0,17.452427,30.853052,0.6713296,0.03777,0.11670999,-0.172,2.872,,,79949,12.552
ORIENTELEC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,297.1,46556389376,1.5,72.49655,,1.5757256,0.02095,0.024300002,0.164,-0.43,0.0422,0.09783,360159,15.719
SANGHIIND,Building Materials,Basic Materials,156.0,19875622912,,,12.061514,2.2670953,-0.39715,-0.21643999,0.34,,,,337211,187.58
SUPRAJIT,Auto Parts,Consumer Cyclical,639.6,66937634816,2.5,38.90008,48.323326,2.2682812,0.058379997,0.08189999,0.081,0.151,,,76844,51.982
RELINFRA,Utilities - Independent Power Producers,Utilities,351.0,109761904640,,,,0.46373343,-0.04941,0.16033001,0.096,,,,3028843,
KRBL,Packaged Foods,Consumer Defensive,392.5,62464094208,4.0,12.626238,7.1346664,1.2082871,0.09435,0.08093,-0.152,-0.543,,,507141,11.208
INDIASHLTR,Mortgage Finance,Financial Services,799.0,73425674240,,22.937052,,11.934027,0.46158,0.60905,0.533,0.415,,,182040,148.68
WONDERLA,Leisure,Consumer Cyclical,1105.9,48670007296,2.5,35.711914,73.092606,10.3267355,0.29011,0.45712003,-0.064,-0.254,,,47053,0.508
IMAGICAA,Entertainment,Communication Services,103.25,41031864320,,,,12.05699,0.05264,0.49458,0.8,-0.906,,,824733,31.742
ROSSARI,Specialty Chemicals,Basic Materials,972.7,43108712448,0.5,30.492622,21.105742,2.2400131,0.0721,0.1019,0.031,0.072,0.07354,0.13239999,101587,14.385
DCAL,Biotechnology,Healthcare,283.0,27680000000,,,13.9016,1.1456147,-0.10265,-0.07946,-0.276,,,,343313,41.095
GMMPFAUDLR,Specialty Industrial Machinery,Industrials,1805.0,62229843968,2.0,40.16091,,1.874726,0.04625,0.07145,-0.139,-0.54,,,72548,93.0
RATEGAIN,Software - Application,Technology,921.7,86768574464,,49.267365,,8.654649,0.16543,0.15492,0.212,0.671,,,126156,1.149
KALAMANDIR,Apparel Retail,Consumer Cyclical,312.0,24754755584,1.0,27.791454,,1.852582,0.06449,0.023640001,-0.123,-0.9,,,208386,43.674
SAFARI,Footwear & Accessories,Consumer Cyclical,2700.0,110922473472,2.75,62.88766,,7.048246,0.1082,0.114750005,0.055,-0.132,,,46863,16.541
RAIN,Chemicals,Basic Materials,219.6,54504878080,1.0,,-101.58553,0.34011918,-0.08939999,0.03988,-0.115,,0.01206,-0.16129999,2351419,116.499
PTC,Utilities - Independent Power Producers,Utilities,254.6,51061415936,7.8,11.260355,11.611526,0.30593047,0.03121,0.06439,-0.033,0.337,,,1318165,71.756
SANSERA,Auto Parts,Consumer Cyclical,1758.3,95648055296,3.0,43.290462,23.029673,3.303564,0.06584,0.11771,0.127,0.104,,0.14776,126621,71.136
MAITHANALL,Steel,Basic Materials,1359.0,29207599104,6.0,3.8520079,,1.7180436,0.43874002,0.04335,-0.071,6.653,,,53964,0.961
AETHER,Specialty Chemicals,Basic Materials,1071.0,106576289792,,128.10878,44.334274,16.3197,0.12362,0.21547002,0.211,-0.051,0.02558,0.03867,84602,10.142
NAVA,Conglomerates,Industrials,1347.8,135821639680,8.0,12.46962,,3.3970647,0.2597,0.41222,0.173,0.362,,,262603,4.971
MTARTECH,Specialty Industrial Machinery,Industrials,2583.0,48248025088,,114.90854,,8.670685,0.07225,0.08162,-0.159,-0.782,,,135102,28.228
PRINCEPIPE,Building Products & Equipment,Industrials,776.0,56905732096,1.0,29.57817,,2.1589859,0.07116,0.053839996,0.092,0.26,,,151502,8.394
ASKAUTOLTD,Auto Parts,Consumer Cyclical,485.3,80513015808,1.0,40.97782,,2.5158436,0.06117,0.093260005,0.313,0.63,,,264975,42.348
JAIBALAJI,Steel,Basic Materials,1314.0,191243993088,,19.157518,,2.8760548,0.13805,0.17084,0.159,0.224,,,99540,31.416
VESUVIUS,Specialty Industrial Machinery,Industrials,5999.0,114304409600,12.75,42.9182,,6.546869,0.14518,0.09557,0.258,0.586,0.12311,0.21305001,12717,
ITDCEM,Engineering & Construction,Industrials,694.3,94354120704,1.7,28.491726,31.080374,1.1413631,0.03892,0.07222,0.3,0.918,,,1765347,59.348
STAR,Drug Manufacturers - Specialty & Generic,Healthcare,1675.0,143477751808,2.5,78.13827,23.780142,3.2532291,0.05244,0.15426,0.202,,0.06777,0.08186,860166,104.221
HARSHA,Tools & Accessories,Industrials,613.85,43537281024,1.0,34.596893,24.463911,3.137822,0.08858,0.13102001,-0.014,0.467,,,44264,15.032
MANINFRA,Engineering & Construction,Industrials,249.3,66982785024,1.35,21.002386,,6.1148486,0.26972,0.239,-0.33,-0.077,,,784163,8.627
ETHOSLTD,Luxury Goods,Consumer Cyclical,3524.95,70148620288,,72.998634,,6.7307005,0.08438,0.10599,0.188,0.199,,,110396,16.405
BORORENEW,Building Materials,Basic Materials,669.35,56457666560,,,,4.0617504,-0.03708,-0.03119,0.046,,,,392003,64.514
FORCEMOT,Auto Manufacturers,Consumer Cyclical,10277.85,83673636864,20.0,18.79673,,1.1323346,0.0589,0.103369996,0.267,0.687,,,25832,23.235
KOLTEPATIL,Real Estate - Development,Real Estate,585.0,29029892096,4.0,,20.97093,2.5440938,-0.09559,0.06926,-0.403,-0.864,,,327312,151.824
SFL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1297.0,91533672448,,47.16495,23.177597,2.8879712,0.058480002,0.025120001,0.255,-0.041,,,101370,50.093
