SYMBOL,Industry,Sector,fiftyTwoWeekHigh,marketCap,dividend Rate,trailing PE,forward PE,priceToSales,Profit Margins,Operating Margins,Revenue Growth,Earnings Growth,ROA,ROE,Volume,DebtToEquity
FORTIS,Medical Care Facilities,Healthcare,628.5,448256507904,1.0,67.53186,43.29866,6.318447,0.09206,0.13531,0.122,0.486,,,729079,13.499
PEL,Financial Conglomerates,Financial Services,1143.8,236177489920,10.0,,7.701545,4.904109,-0.41754,0.080620006,-0.534,-0.623,,,2172762,204.828
VINATIORGA,Specialty Chemicals,Basic Materials,2330.0,203366711296,7.0,59.176632,,10.24031,0.17006001,0.19687,0.217,0.002,,,54500,0.189
GODREJIND,Conglomerates,Industrials,1314.0,346500956160,,169.51399,,1.9298793,0.01138,0.23663999,0.075,0.809,,,353851,191.784
ISEC,Capital Markets,Financial Services,922.45,272067575808,34.0,13.21016,18.830362,5.6471915,0.42721,0.55185,0.246,0.24,0.07848,0.53186,275439,498.411
ABSLAMC,Asset Management,Financial Services,804.0,212085407744,13.5,25.571976,24.304363,12.268137,0.48098,0.63548,0.238,0.277,,,485496,2.496
MEDANTA,Medical Care Facilities,Healthcare,1513.9,284700114944,,59.160156,38.39732,8.48178,0.14374,0.16224001,0.114,0.042,,,259230,27.597
APLLTD,Drug Manufacturers - Specialty & Generic,Healthcare,1303.9,213339734016,11.0,33.33021,24.160633,3.3840835,0.09992,0.10744,0.051,0.114,,,105826,10.65
ERIS,Drug Manufacturers - Specialty & Generic,Healthcare,1522.05,175848947712,,50.50821,31.283293,7.075605,0.14021,0.24904,0.476,-0.258,0.06705,0.13091,309505,86.078
UBL,Beverages - Brewers,Consumer Defensive,2204.9,526641823744,10.0,111.126045,52.98077,6.159777,0.05524,0.08035,0.12,0.232,0.0537,0.11479,693839,2.991
GODREJAGRO,Farm Products,Consumer Defensive,876.7,143004041216,10.0,36.367226,37.193336,1.5228424,0.041479997,0.0732,-0.062,0.283,,,158451,48.47
RAINBOW,Medical Care Facilities,Healthcare,1649.0,144280010752,3.0,67.11148,45.639256,10.76755,0.16086,0.18043,0.15,-0.037,,,114782,60.502
AFFLE,Advertising Agencies,Communication Services,1715.0,210622808064,,63.290844,42.450726,10.769524,0.16244,0.16405001,0.278,0.241,,,262936,7.311
STARHEALTH,Insurance - Diversified,Financial Services,647.0,321282146304,,36.631615,,2.2094276,0.06025,0.114029996,0.156,0.11,0.042719997,0.12979999,1129438,6.85
3MINDIA,Conglomerates,Industrials,40856.5,381521723392,160.0,62.112175,,9.1136265,0.14604001,0.18334,-0.003,0.216,,,3455,0.847
FSL,Information Technology Services,Technology,362.0,242091016192,3.5,44.65101,30.158659,3.669084,0.07942,0.11,0.171,0.067,,,5283710,41.845
CROMPTON,"Furnishings, Fixtures & Appliances",Consumer Cyclical,484.0,255110463488,3.0,53.18182,53.472034,3.3683953,0.06249,0.09132,0.139,0.276,,,1946946,19.809
JKLAKSHMI,Building Materials,Basic Materials,999.9,91188371456,10.25,19.683771,,1.3770311,0.07002,0.09636,-0.096,-0.105,,,136707,62.079
BLUEDART,Integrated Freight & Logistics,Industrials,9488.7,190352523264,25.0,62.501415,,3.540619,0.054530002,0.06249,0.085,-0.129,,,20725,78.556
ASTRAZEN,Drug Manufacturers - Specialty & Generic,Healthcare,8139.0,180276281344,24.0,185.17502,,12.992136,0.06908,0.088149995,0.312,,,,22200,0.645
GESHIP,Marine Shipping,Industrials,1543.7,178016190464,36.0,6.2579675,107.49138,3.2486427,0.52007,0.46198002,0.175,0.409,,,494448,24.588
GLENMARK,Drug Manufacturers - Specialty & Generic,Healthcare,1830.95,475415871488,2.5,,39.166668,3.6965096,-0.10196,0.14501001,-0.046,1.271,,,541724,15.686
JSL,Steel,Basic Materials,848.0,546719694848,3.0,22.325151,12.4056425,1.4468054,0.064899996,0.09672,-0.002,-0.212,0.070089996,0.17028,691266,41.807
PVRINOX,Entertainment,Communication Services,1830.4,150285172736,,,27.46727,2.676447,-0.05471,0.09241,-0.189,,0.00907,-0.04227,329276,116.665
SPARC,Drug Manufacturers - Specialty & Generic,Healthcare,472.8,67484356608,,,4.6702275,98.653694,,-5.7406297,-0.298,,,,368544,48.627
ABBOTINDIA,Drug Manufacturers - General,Healthcare,30521.0,605798400000,410.0,48.780197,,10.220099,0.20902,0.23923999,0.053,0.13,,,6710,2.25
SYNGENE,Diagnostics & Research,Healthcare,945.25,350977556480,1.25,72.96497,52.386223,10.17002,0.13964,0.14545,-0.021,-0.09,0.05737,0.11630999,1367155,14.488
TVSSCS,Integrated Freight & Logistics,Industrials,223.9,77998219264,,,30.22586,0.82533866,-0.0030899998,0.01894,0.084,,,,768542,119.206
CERA,Building Products & Equipment,Industrials,10789.95,94229012480,60.0,39.526005,30.001501,5.089361,0.1241,0.12252,-0.066,-0.164,,,20857,3.273
PFIZER,Drug Manufacturers - General,Healthcare,6451.15,251681325056,35.0,39.839245,33.894035,11.313199,0.27353,0.2894,0.059,0.612,,,24376,2.629
CAMPUS,Footwear & Accessories,Consumer Cyclical,371.9,87958380544,,104.23077,47.26744,6.1351047,0.058130004,0.10467,-0.042,-0.194,,,653402,27.278
ENDURANCE,Auto Parts,Consumer Cyclical,3061.3,335051489280,8.5,46.29969,67.502846,3.155978,0.0679,0.08682,0.153,0.247,,,210107,15.376
JBCHEPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,2030.0,297745350656,13.5,51.2849,,8.2882395,0.16344,0.23854,0.121,0.23,,,138307,12.919
ECLERX,Information Technology Services,Technology,3217.0,133438783488,1.0,26.31489,21.189056,4.4141355,0.17094,0.17228001,0.142,0.041,,,84830,11.813
INDGN,Health Information Services,Healthcare,736.3,161614249984,,55.546875,,6.078923,0.13391,0.16083,0.114,0.225,,,517749,34.259
BALRAMCHIN,Confectioners,Consumer Defensive,691.8,123803697152,5.5,23.098135,,2.2006738,0.09441,0.086899996,0.023,-0.047,,,779780,59.076
HOMEFIRST,Mortgage Finance,Financial Services,1383.3,99283255296,3.4,29.324106,,14.483292,0.49931,0.6242,0.296,0.233,0.03537,0.1616,3519892,387.513
CIEINDIA,Auto Parts,Consumer Cyclical,622.4,194897543168,5.0,22.98656,,2.143024,0.08923,0.117469996,-0.064,-0.481,,,201453,7.763
INDIACEM,Building Materials,Basic Materials,385.0,111392563200,,,52.01613,2.3689153,-0.01733,-0.07901,-0.285,,,,2210419,46.76
BLUESTARCO,Building Products & Equipment,Industrials,2199.55,390699515904,7.0,75.19927,73.87735,3.7841136,0.04847,0.07322,0.287,0.896,,,182112,9.298
INOXINDIA,Specialty Industrial Machinery,Industrials,1506.9,100202946560,,51.537735,,8.95394,0.17116,0.21792999,-0.039,-0.081,,,125742,2.488
HAPPSTMNDS,Information Technology Services,Technology,961.0,116439605248,5.75,47.834476,,6.859031,0.14202,0.23209,0.358,-0.341,,,478088,
MSUMI,Auto Parts,Consumer Cyclical,80.0,282022674432,0.8,41.606667,28.368181,3.2843096,0.07733,0.091800004,0.169,0.214,,,4315010,15.452
RADICO,Beverages - Wineries & Distilleries,Consumer Defensive,2524.0,303473131520,3.0,105.26682,58.466496,6.7552004,0.06391,0.114209995,0.207,0.241,0.06564,0.117910005,3052652,35.225
KSB,Specialty Industrial Machinery,Industrials,1060.0,150517809152,3.5,66.25,7.574886,6.3872433,0.09064999,0.11966,0.093,0.084,0.07428,0.16787,120015,0.2
BATAINDIA,Footwear & Accessories,Consumer Cyclical,1724.25,179147997184,22.0,53.185894,,5.1700745,0.09514,0.10347,-0.014,0.627,,,137399,88.893
BRIGADE,Real Estate - Development,Real Estate,1453.1,293802311680,2.0,54.934856,36.78872,5.5221434,0.093380004,0.20846,0.648,1.175,,,270793,153.745
SUVENPHAR,Drug Manufacturers - Specialty & Generic,Healthcare,1307.75,318409539584,,131.56842,,34.07295,0.25731,0.2884,-0.336,-0.496,,,270812,3.17
BERGEPAINT,Specialty Chemicals,Basic Materials,629.5,625976279040,3.5,53.748753,,5.559045,0.10363,0.1408,0.02,-0.004,,,1092855,13.978
DOMS,Business Equipment & Supplies,Industrials,3038.6,164161945600,2.5,90.095955,,10.242541,0.106300004,0.16089001,0.173,0.385,,,102337,20.411
GRINFRA,Engineering & Construction,Industrials,1860.0,149986000896,,12.515716,17.20075,1.7578773,0.13704,0.15016,-0.181,-0.499,,,24669,50.205
EIDPARRY,Agricultural Inputs,Basic Materials,875.5,136966438912,8.0,15.337361,,0.47013465,0.030280001,0.05432,-0.04,-0.16,,,308125,15.623
EQUITASBNK,Banks - Regional,Financial Services,116.5,79779586048,1.0,12.570397,,2.007481,0.15941,0.33696,0.105,-0.87,,,2780041,29.948
SKFINDIA,Tools & Accessories,Industrials,7350.0,255438766080,130.0,45.249557,,5.5209117,0.12024,0.14415,0.049,0.029,,,27341,0.438
LEMONTREE,Lodging,Consumer Cyclical,158.0,91493122048,,62.61748,90.94444,8.20631,0.12991,0.30166,0.206,-0.167,,,2322857,151.048
GSPL,Utilities - Regulated Gas,Utilities,469.7,219929608192,5.0,12.855246,25.093973,1.2277302,0.09487,0.14077,0.151,0.12,,,722615,0.971
JKCEMENT,Building Materials,Basic Materials,4895.5,326593413120,15.0,36.763386,59.107273,2.8152323,0.074499995,0.12072,0.016,0.616,,,170406,104.306
EIHOTEL,Lodging,Consumer Cyclical,502.2,234636623872,1.2,36.217564,21.222221,9.010519,0.24099001,0.24084,0.071,-0.114,,,374951,4.877
EMCURE,Drug Manufacturers - Specialty & Generic,Healthcare,1580.0,263546994688,,52.079056,34.697388,3.8100092,0.074,0.13372,0.166,0.103,,,184652,74.797
GLAXO,Drug Manufacturers - General,Healthcare,3088.0,445681893376,32.0,68.4996,47.151184,12.709453,0.18252,0.26285,0.07,0.378,,,132159,1.05
CASTROLIND,Oil & Gas Refining & Marketing,Energy,284.4,209050107904,7.0,22.52533,,3.963035,0.1702,0.20306998,0.089,0.066,,,2862432,3.437
SANOFI,Drug Manufacturers - General,Healthcare,10524.95,150575562752,167.0,27.777487,25.201124,5.398328,0.1898,0.23020001,-0.344,-0.16,0.32641998,0.75071,8376,3.228
SWSOLAR,Solar,Technology,828.0,139575754752,,,17.88,3.7657533,-0.01375,0.0139,0.357,,0.0055400003,-0.17701,1669689,95.278
ZFCVINDIA,Auto Parts,Consumer Cyclical,18250.0,263715209216,17.0,64.9336,,6.949753,0.107030004,0.1163,-0.022,-0.003,,,12593,2.453
ACI,Chemicals,Basic Materials,837.7,76555558912,5.5,27.253424,12.78873,6.381291,0.22504,0.24711001,-0.38,-0.522,,,269300,5.749
MAHLIFE,Real Estate - Development,Real Estate,678.8,79545860096,2.65,65.39021,13.93713,26.603958,0.40195,-2.71679,-0.102,,-0.02574,0.06713,180268,50.936
RHIM,Metal Fabrication,Industrials,824.0,119595163648,2.5,,26.593899,3.2046664,-0.019919999,0.12031,-0.053,0.535,,,123629,12.654
DEEPAKNTR,Chemicals,Basic Materials,3169.0,372871364608,7.5,42.19554,,4.6145563,0.10687,0.120790005,0.225,0.351,,,182584,5.932
VIPIND,Footwear & Accessories,Consumer Cyclical,667.8,72284798976,2.0,,29.20836,3.2185369,-0.02037,-0.0583,-0.003,,-0.00022,-0.06707,921476,128.409
GUJGASLTD,Utilities - Regulated Gas,Utilities,689.95,373314060288,5.66,28.822561,18.577478,2.2820132,0.07693,0.092700005,0.177,0.529,,,736149,1.946
GILLETTE,Household & Personal Products,Consumer Defensive,9560.0,276818132992,90.0,64.9368,,10.513092,0.15636,0.2376,0.042,0.264,0.18174,0.42007,16908,0.005
MAHSEAMLES,Steel,Basic Materials,1097.0,77712719872,10.0,8.733333,,1.457434,0.16392,0.0864,-0.059,-0.374,,,443960,
LTTS,Information Technology Services,Technology,6000.0,562709594112,50.0,41.84106,34.258545,5.6303616,0.13112001,0.15069,0.078,0.012,0.12325,0.25115,108888,11.42
SUNTV,Broadcasting,Communication Services,921.0,291228876800,20.0,15.061407,12.810729,6.860063,0.44584,0.46141,-0.027,-0.055,,,187999,0.358
DEVYANI,Restaurants,Consumer Cyclical,222.74,204161286144,,302.55554,78.54808,5.1928506,0.01669,0.0746,0.443,1.5,,,1821869,215.462
METROPOLIS,Diagnostics & Research,Healthcare,2318.3,108737970176,4.0,79.36487,,8.741185,0.1101,0.17,0.131,0.314,,,162134,17.927
SAPPHIRE,Restaurants,Consumer Cyclical,401.0,106005815296,,286.59293,,3.9879036,0.0136899995,0.04709,0.098,-0.66,,,379515,86.872
POLYMED,Medical Instruments & Supplies,Healthcare,2686.6,260553785344,3.0,89.27912,327.35678,18.097246,0.18726,0.219,0.199,0.181,,,159525,11.847
NETWORK18,Broadcasting,Communication Services,135.7,82907586560,,,,0.9051926,-0.04778,-0.13584,-0.022,,-0.01526,-0.025390001,1923745,33.374
DALBHARAT,Building Materials,Basic Materials,2430.7,332231901184,9.0,43.481834,23.835442,2.2726035,0.05233,0.03175,-0.02,-0.61,0.03051,0.04622,181265,27.96
PGHH,Household & Personal Products,Consumer Defensive,19250.0,529158471680,190.0,76.334656,56.604584,12.581936,0.16049999,0.12656,0.093,-0.464,0.28991,0.78449994,7791,0.397
MANAPPURAM,Credit Services,Financial Services,230.4,124171960320,4.0,5.467621,,2.2304292,0.40368998,0.53343,0.118,0.119,,,8646998,296.449
SBFC,Credit Services,Financial Services,105.81,87548592128,,31.406376,,12.977488,0.39881,0.55995,0.434,0.469,,,2453064,150.701
SUNDRMFAST,Auto Parts,Consumer Cyclical,1505.95,288874037248,6.85,53.48455,59.746616,5.021085,0.09315,0.12911001,0.062,0.112,,,42926,19.0
CRAFTSMAN,Auto Parts,Consumer Cyclical,7121.25,133648392192,11.25,45.455334,,2.9052863,0.054419998,0.09607001,0.03,-0.391,0.06504,0.12462,46985,70.419
TITAGARH,Railroads,Industrials,1896.95,160618676224,0.8,51.01914,,4.1766977,0.07577,0.10486,-0.008,-0.037,,,1693937,7.428
TRITURBINE,Specialty Industrial Machinery,Industrials,843.95,236834422784,2.6,75.76839,187.05962,13.6049185,0.16568,0.19308001,0.231,0.319,,,1331743,0.325
TATAINVEST,Capital Markets,Financial Services,9756.85,342309830656,28.0,89.28972,,90.731026,0.97865,0.91793996,-0.057,-0.107,,,55151,0.001
ARE&M,Electrical Equipment & Parts,Industrials,1775.95,233247309824,10.2,23.094664,,1.9157544,0.08092,0.0964,0.167,0.21,,,594729,2.305
UNOMINDA,Auto Parts,Consumer Cyclical,1255.0,536843190272,2.0,59.18833,,3.638199,0.061440002,0.06967,0.234,0.153,,,535172,32.409
UJJIVANSFB,Banks - Regional,Financial Services,63.0,73645064192,1.5,5.9916253,,1.7954965,0.28374,0.31013,0.037,-0.279,0.028280001,0.2185,25024520,
FINEORG,Specialty Chemicals,Basic Materials,5958.85,148273217536,10.0,33.33321,31.799835,6.9760423,0.20013,0.23289,0.005,0.135,,,36154,0.22
CEATLTD,Auto Parts,Consumer Cyclical,3263.0,114459533312,30.0,19.646458,14.757262,0.9191809,0.04546,0.06814,0.082,-0.414,0.06197,0.14031,133794,49.518
ANGELONE,Capital Markets,Financial Services,3896.0,267135385600,38.65,18.867468,,5.1911683,0.2558,0.3966,0.409,0.292,0.090059996,0.33366,1417247,59.402
VGUARD,Electrical Equipment & Parts,Industrials,577.45,185307430912,1.4,61.72673,68.51667,3.6199858,0.05711,0.09075,0.216,0.531,,,247862,22.119
360ONE,Asset Management,Financial Services,1215.0,370019762176,10.0,40.977734,39.322067,10.436586,0.26052,0.61823004,0.443,0.274,0.09399,0.25745,699922,278.92
GET&D,Specialty Industrial Machinery,Industrials,1969.0,447467716608,2.0,149.28,224.81929,13.127302,0.084300004,0.18985,0.336,3.773,,,133927,3.365
GPPL,Marine Shipping,Industrials,250.69,96567189504,7.4,23.967295,18.846687,9.423037,0.37456,0.48981997,0.145,0.621,,,1544224,3.424
VTL,Textile Manufacturing,Consumer Cyclical,592.0,124258336768,4.0,16.583334,9.697416,1.3086754,0.077259995,0.10873,-0.004,0.746,,,165326,19.503
GLAND,Drug Manufacturers - Specialty & Generic,Healthcare,2220.95,264814297088,20.0,36.62979,21.087984,4.5207596,0.12328,0.12302,0.16,-0.259,,,106394,4.266
HONAUT,Electrical Equipment & Parts,Industrials,59994.0,447649546240,100.0,81.9673,156.32188,10.954887,0.1308,0.14681,0.03,0.319,,,6406,1.653
CLEAN,Specialty Chemicals,Basic Materials,1690.0,161766211584,5.0,63.302887,41.153,19.551552,0.30339,0.35212,0.191,0.117,,,330087,0.169
GAEL,Packaged Foods,Consumer Defensive,210.6,58985037824,0.35,16.127937,11.492093,1.2151465,0.07245,0.06868,-0.062,0.081,,,873956,7.102
AMBER,"Furnishings, Fixtures & Appliances",Consumer Cyclical,7159.0,216440029184,,112.36709,55.581375,2.6439593,0.0227,0.0339,0.817,,0.045339998,0.0939,2317892,95.3
CENTURYPLY,Lumber & Wood Production,Basic Materials,935.0,195379298304,1.0,68.51746,,4.884072,0.06847,0.07714,0.128,-0.604,,,110656,34.942
IEX,Capital Markets,Financial Services,244.4,162197209088,3.5,40.988663,42.233643,26.47058,0.64179003,0.85198,0.262,0.258,0.19233,0.41028,14257278,0.784
JKTYRE,Auto Parts,Consumer Cyclical,553.95,106922483712,6.5,11.861719,8.6454,0.7165051,0.056539997,0.10646,-0.021,0.301,,,625903,100.074
ANANDRATHI,Asset Management,Financial Services,4382.0,167784546304,14.0,62.89345,,19.076996,0.29990998,0.42118,0.32,0.329,0.28059998,0.46761,49123,11.665
IIFL,Credit Services,Financial Services,672.95,178186387456,3.89,16.471199,7.746053,2.7353742,0.15263,0.37502,-0.214,,0.03265,0.14543,2752474,293.657
INOXWIND,Specialty Industrial Machinery,Industrials,261.9,271515467776,,137.12163,14.044291,11.302669,0.08006,0.17559999,0.976,,0.030539999,0.0665,7416224,109.643
CHOLAHLDNG,Credit Services,Financial Services,2154.95,359386775552,0.55,17.24133,,2.180483,0.11828,0.32502,0.32,0.476,,,95775,608.429
BALAMINES,Specialty Chemicals,Basic Materials,2735.0,67353616384,11.0,33.556126,,4.3103957,0.12505999,0.1415,-0.17,-0.179,,,51528,1.04
JYOTICNC,Specialty Industrial Machinery,Industrials,1449.95,234950934528,,105.29162,,15.745535,0.14432,0.23674999,0.739,,,,164160,22.261
POWERINDIA,Electronic Components,Technology,16549.95,582814138368,4.0,333.31955,,10.549302,0.0311,0.01948,0.276,3.316,,,53113,15.713
WHIRLPOOL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2449.7,290366128128,5.0,97.10514,,3.9841344,0.03924,0.061979998,0.225,0.922,,,94897,6.009
CCL,Packaged Foods,Consumer Defensive,855.0,83954155520,4.5,32.262028,,3.0206244,0.09385,0.14021,0.182,0.175,,,157498,96.925
SCHAEFFLER,Auto Parts,Consumer Cyclical,4951.0,606005362688,26.0,61.72804,,7.6027503,0.11431,0.13962,0.142,0.013,,,116568,1.231
NEWGEN,Software - Infrastructure,Technology,1548.0,172652986368,4.0,60.600594,42.67142,12.55843,0.21204,0.20768999,0.232,0.449,0.120620005,0.24972999,196577,3.331
CHAMBLFERT,Agricultural Inputs,Basic Materials,574.35,188106457088,7.5,13.530973,26.21143,1.0866698,0.08004,0.13577,-0.117,0.375,,,1292086,25.819
GODFRYPHLP,Tobacco,Consumer Defensive,8480.0,354515451904,56.0,38.168465,,7.8026266,0.18865,0.19646,0.118,-0.099,,,54900,8.149
RBLBANK,Banks - Regional,Financial Services,300.7,100784021504,1.5,8.389638,6.633347,1.2657984,0.14972,0.1582,0.244,0.389,0.0089,0.08045,8554922,
JPPOWER,Utilities - Independent Power Producers,Utilities,24.0,126514847744,,13.656488,-10.523529,1.8578732,0.17311001,0.38318002,0.027,,,,59069237,37.026
CDSL,Capital Markets,Financial Services,1664.4,309393096704,9.5,61.72249,25.352867,30.497812,0.47289002,0.607,0.65,0.824,,,4022590,0.09
TEJASNET,Communication Equipment,Technology,1495.0,232467611648,,48.068703,,3.7130241,0.0726,0.16395001,6.1,,0.06865,0.13512999,1171570,78.242
KEC,Engineering & Construction,Industrials,1068.0,247845617664,4.0,58.807487,21.129602,1.2280242,0.01942,0.04962,0.063,1.067,,,273170,97.298
SIGNATURE,Real Estate - Development,Real Estate,1647.0,200930312192,,625.7306,,13.619541,0.020450002,-0.01641,1.415,,,,402746,307.152
MGL,Utilities - Regulated Gas,Utilities,1988.0,156023930880,30.0,12.953111,26.722292,2.3520994,0.17212,0.18375999,0.137,-0.163,0.11773,0.22347,793361,2.777
COROMANDEL,Agricultural Inputs,Basic Materials,1789.0,471352967168,6.0,34.48101,28.215609,2.1884177,0.063439995,0.12186,0.064,-0.123,0.07558,0.14079,807619,5.67
SAMMAANCAP,Mortgage Finance,Financial Services,876.6779,100910882816,2.0,5.9029293,,3.6694465,0.45336,0.63876,0.051,-0.172,,,4940245,259.884
MCX,Financial Data & Stock Exchanges,Financial Services,6809.45,340338802688,7.64,95.237076,127.331696,35.223007,0.35919,0.61338,0.689,,0.056799997,0.15558,536347,0.059
NUVAMA,Asset Management,Financial Services,7395.5,245288108032,163.0,29.1539,,8.599362,0.25357,0.37833,0.583,0.74,,,190503,242.889
INDIAMART,Internet Content & Information,Communication Services,3198.4,148697415680,20.0,34.127483,,11.4472885,0.33146,0.36353,0.18,0.982,0.073860005,0.25163,278034,2.045
APARINDS,Electrical Equipment & Parts,Industrials,11000.0,390100811776,51.0,44.842926,135.8113,2.3791845,0.050630003,0.0859,0.063,-0.023,,,190907,12.269
EASEMYTRIP,Travel Services,Consumer Cyclical,54.0,53373984768,0.1,46.59677,,8.62086,0.17697,0.39826,0.23,0.267,,,15958938,3.117
KARURVYSYA,Banks - Regional,Financial Services,232.75,173036077056,2.4,9.578125,19.242153,3.3454456,0.348,0.47067,0.199,0.251,0.01706,0.17943001,2052013,
HONASA,Household & Personal Products,Consumer Defensive,547.0,129913511936,,103.06701,78.87573,6.4650507,0.06274,0.06624,0.193,-0.349,,,1238010,11.958
BIRLACORPN,Building Materials,Basic Materials,1802.0,87416430592,10.0,27.855013,,0.95911187,0.034,0.01648,-0.146,,0.03042,0.046869997,101383,57.335
JBMA,Auto Parts,Consumer Cyclical,2428.35,195663101952,1.5,102.02597,79.27346,3.757239,0.03496,0.08482,0.21,0.102,,,139173,178.414
JYOTHYLAB,Household & Personal Products,Consumer Defensive,595.85,183879516160,3.5,47.605083,96.43564,6.530346,0.13314,0.16182,0.08,0.057,,,594197,2.793
RENUKA,Confectioners,Consumer Defensive,56.5,88332279808,,,-9.251163,0.7319,-0.054229997,-0.0013799999,0.328,,,,13133582,
CESC,Utilities - Regulated Electric,Utilities,212.49,248942247936,4.5,17.21018,13.55605,1.5709893,0.08881,0.0218,0.128,0.088,,,3051530,121.345
RTNINDIA,Internet Retail,Consumer Cyclical,94.85,92408979456,,7.885822,,1.393404,0.16573,0.41184,0.968,3.783,,,5333010,140.026
GRANULES,Drug Manufacturers - Specialty & Generic,Healthcare,721.0,136962342912,1.5,26.59438,,2.9136486,0.10468,0.17493,0.197,1.803,,,2071361,40.77
KEI,Electrical Equipment & Parts,Industrials,5039.7,365789413376,3.5,55.863792,37.954567,4.195416,0.07159,0.08961,0.171,0.104,0.11502,0.19769,291417,10.161
PCBL,Specialty Chemicals,Basic Materials,584.4,172840239104,5.5,32.35294,24.486301,2.3952992,0.06926,0.12773,0.591,0.083,,,2094770,153.306
NSLNISP,Steel,Basic Materials,73.7,131672006656,,,,2.669102,-0.41393003,-0.31625998,13.584,,,,4885639,43.013
SWANENERGY,Conglomerates,Industrials,782.25,151728734208,0.1,19.41778,,2.8336236,0.06837,0.30951,0.42,,,,1561381,42.87
VIJAYA,Diagnostics & Research,Healthcare,1107.65,96454279168,1.0,75.19103,49.041172,16.545254,0.21265,0.28552,0.291,0.191,,,224865,39.275
FIVESTAR,Credit Services,Financial Services,943.75,252985786368,,28.165094,,14.217425,0.50791,0.68029,0.326,0.367,,,3616246,121.56
NETWEB,Computer Hardware,Technology,2949.8,148165853184,2.0,142.8868,87.22049,16.110815,0.10529,0.13173,0.732,0.689,0.12668,0.23396999,142423,1.85
ACE,Farm & Heavy Construction Machinery,Industrials,1695.0,152076173312,2.0,42.19807,30.649122,5.075211,0.11507,0.125,0.127,0.247,,,261117,0.362
WELCORP,Steel,Basic Materials,794.75,186717650944,5.0,15.336338,14.824692,1.1379976,0.07272,0.092159994,-0.229,0.502,,,1302857,33.98
RATNAMANI,Steel,Basic Materials,3978.5,246723723264,14.0,0.38768712,,4.8683963,0.11722,0.116409995,0.007,-0.215,,,24254,4.753
INTELLECT,Software - Application,Technology,1199.0,112011108352,3.5,81.94206,78.56996,4.6429744,0.11795,0.07558,-0.098,-0.258,0.0635,0.118269995,246768,2.488
GICRE,Insurance - Reinsurance,Financial Services,467.8,634390183936,10.0,8.606861,10.085309,1.3556067,0.15191,0.11445,0.162,0.433,0.02646,0.08677,712293,
SCHNEIDER,Electrical Equipment & Parts,Industrials,980.0,182842589184,,94.32816,,7.9347053,0.08054,0.12793,0.197,0.39,,,248976,184.634
CHEMPLASTS,Chemicals,Basic Materials,633.9,70785605632,,,,1.7385803,-0.01733,0.06933,0.149,,,,151292,90.999
TRIDENT,Textile Manufacturing,Consumer Cyclical,52.9,166967312384,0.72,49.138466,22.814287,2.3657033,0.04674,0.073470004,0.167,-0.211,,,6941332,49.237
FLUOROCHEM,Specialty Chemicals,Basic Materials,4880.95,481897250816,3.0,133.3178,,11.347249,0.080520004,0.14298001,-0.028,-0.464,,,154755,35.307
ANANTRAJ,Real Estate - Development,Real Estate,796.25,236041601024,0.73,71.416214,,14.401855,0.18687001,0.20662001,0.492,0.705,,,1439415,17.026
SAREGAMA,Entertainment,Communication Services,688.9,96520085504,4.0,48.788948,,11.423306,0.22609,0.18867001,0.257,-0.15,,,778461,0.369
OLECTRA,Farm & Heavy Construction Machinery,Industrials,2221.95,135072047104,0.4,116.27094,,9.197566,0.07644,0.13673,0.705,1.632,0.05866,0.12251,1031241,18.952
HFCL,Communication Equipment,Technology,171.0,175991799808,0.2,43.4023,25.173332,3.8174274,0.081879996,0.12141,-0.031,0.02,0.050830003,0.095869996,20161750,28.689
AARTIIND,Specialty Chemicals,Basic Materials,769.25,178740133888,1.0,36.626686,,2.6233926,0.07096,0.109969996,0.312,0.953,,,1281598,61.283
TANLA,Software - Application,Technology,1248.0,101336145920,12.0,18.150362,12.614186,2.5264468,0.13508001,0.15186,-0.008,-0.088,0.12984,0.28105,372749,3.306
HBLPOWER,Electrical Equipment & Parts,Industrials,724.0,154979500032,0.5,47.153774,,6.7794213,0.13528,0.19155,0.113,0.543,,,1172318,5.53
ZEEL,Broadcasting,Communication Services,299.7,118691389440,1.0,28.671461,11.173832,1.4219987,0.047849998,0.123859994,-0.179,0.703,0.032479998,0.03635,12763522,2.932
GPIL,Steel,Basic Materials,765.0,120308899840,1.0,11.012698,6.4962544,2.1985257,0.18108,0.27514,0.013,0.232,,,1650237,1.134
AKUMS,Drug Manufacturers - Specialty & Generic,Healthcare,1175.9,135373070336,,10603.125,,3.1996365,0.05776,0.0884,0.051,,,,51178,78.451
NUVOCO,Building Materials,Basic Materials,398.0,121486548992,,238.52518,23.648357,1.1841395,0.00478,0.00153,-0.118,,0.01925,0.0055199997,193165,54.622
ATUL,Specialty Chemicals,Basic Materials,8180.0,223533727744,20.0,57.802883,69.68988,4.581248,0.06795,0.11093,0.118,0.085,,,363535,4.581
NAVINFLUOR,Chemicals,Basic Materials,3979.45,164359471104,12.0,63.288292,,7.6649117,0.12051,0.15321,0.099,-0.027,0.044749998,0.10913,234104,56.027
NATIONALUM,Aluminum,Basic Materials,235.37,411405549568,4.0,17.92547,30.272474,3.2074504,0.17488001,0.26606,-0.101,0.758,,,27909671,0.67
